  -0.001831,  -0.000122,  -0.000244,  -0.007142,   0.965940,   0.257767, 0,0,0,0
  -0.001709,  -0.000122,  -0.000244,  -0.005677,   0.963499,   0.259720, 0,0,0,0
  -0.001709,   0.000000,  -0.000244,  -0.004090,   0.959592,   0.254959, 0,0,0,0
  -0.001953,   0.000000,  -0.000366,  -0.005677,   0.955686,   0.256058, 0,0,0,0
  -0.001953,  -0.000122,  -0.000366,  -0.005066,   0.955686,   0.256180, 0,0,0,0
  -0.001831,  -0.000244,  -0.000366,  -0.004212,   0.955930,   0.254837, 0,0,0,0
  -0.001709,   0.000000,  -0.000122,  -0.006775,   0.955075,   0.254105, 0,0,0,0
  -0.001831,   0.000000,  -0.000122,  -0.006409,   0.955686,   0.256058, 0,0,0,0
  -0.001953,  -0.000122,  -0.000244,  -0.006409,   0.951291,   0.251663, 0,0,0,0
  -0.001953,  -0.000122,  -0.000244,  -0.006165,   0.950314,   0.250198, 0,0,0,0
  -0.001709,  -0.000122,  -0.000244,  -0.006409,   0.956296,   0.251663, 0,0,0,0
  -0.001831,  -0.000244,  -0.000244,  -0.002991,   0.961057,   0.253861, 0,0,0,0
  -0.001831,  -0.000244,  -0.000122,  -0.004212,   0.966673,   0.255082, 0,0,0,0
  -0.001953,  -0.000244,  -0.000122,  -0.006409,   0.969603,   0.257767, 0,0,0,0
  -0.001831,   0.000000,   0.000000,  -0.002503,   0.969603,   0.254715, 0,0,0,0
  -0.001831,  -0.000122,  -0.000366,  -0.005921,   0.971068,   0.253495, 0,0,0,0
  -0.001831,   0.000000,  -0.000244,  -0.005677,   0.967161,   0.253739, 0,0,0,0
  -0.001953,   0.000000,  -0.000366,  -0.003479,   0.962278,   0.252640, 0,0,0,0
  -0.001831,   0.000122,  -0.000244,  -0.004700,   0.956174,   0.252152, 0,0,0,0
  -0.001709,   0.000000,  -0.000366,  -0.007630,   0.952268,   0.250931, 0,0,0,0
  -0.001953,  -0.000244,  -0.000366,  -0.006653,   0.952756,   0.253861, 0,0,0,0
  -0.001953,  -0.000122,  -0.000122,  -0.003968,   0.953366,   0.251663, 0,0,0,0
  -0.001831,   0.000000,  -0.000244,  -0.004700,   0.955442,   0.251907, 0,0,0,0
  -0.001709,   0.000000,  -0.000244,  -0.005677,   0.957151,   0.253128, 0,0,0,0
  -0.001831,  -0.000122,  -0.000244,  -0.004456,   0.956174,   0.253861, 0,0,0,0
  -0.001709,  -0.000122,  -0.000122,  -0.002991,   0.958249,   0.252518, 0,0,0,0
  -0.001587,  -0.000122,  -0.000244,  -0.002258,   0.960569,   0.256546, 0,0,0,0
  -0.001587,   0.000000,  -0.000122,  -0.006165,   0.964231,   0.257279, 0,0,0,0
  -0.001709,  -0.000122,  -0.000244,  -0.006897,   0.968138,   0.256058, 0,0,0,0
  -0.001831,  -0.000122,  -0.000244,  -0.004334,   0.968870,   0.253739, 0,0,0,0
  -0.001953,   0.000000,  -0.000122,  -0.005921,   0.968626,   0.255814, 0,0,0,0
  -0.001831,   0.000122,  -0.000244,  -0.007386,   0.967161,   0.256058, 0,0,0,0
  -0.001953,   0.000122,  -0.000366,  -0.005188,   0.963987,   0.256302, 0,0,0,0
  -0.002075,   0.000000,  -0.000366,  -0.004090,   0.962156,   0.255936, 0,0,0,0
  -0.001953,  -0.000122,  -0.000488,  -0.006409,   0.959836,   0.252884, 0,0,0,0
  -0.001831,   0.000000,  -0.000610,  -0.007142,   0.960813,   0.254837, 0,0,0,0
  -0.001831,  -0.000122,  -0.000366,  -0.007386,   0.961545,   0.255326, 0,0,0,0
  -0.002075,  -0.000244,  -0.000244,  -0.008484,   0.958494,   0.254227, 0,0,0,0
  -0.002197,  -0.000122,  -0.000122,  -0.007386,   0.953977,   0.256058, 0,0,0,0
  -0.001953,  -0.000122,  -0.000122,  -0.005432,   0.952756,   0.252884, 0,0,0,0
  -0.001831,   0.000000,  -0.000122,  -0.004944,   0.955686,   0.253128, 0,0,0,0
  -0.001831,   0.000000,  -0.000122,  -0.004212,   0.955564,   0.255204, 0,0,0,0
  -0.001831,   0.000122,  -0.000244,  -0.004944,   0.956662,   0.254837, 0,0,0,0
  -0.001831,   0.000000,  -0.000244,  -0.004944,   0.957395,   0.255814, 0,0,0,0
  -0.001831,  -0.000122,  -0.000244,  -0.003968,   0.957639,   0.254837, 0,0,0,0
  -0.001587,  -0.000122,  -0.000244,  -0.006165,   0.963133,   0.256058, 0,0,0,0
  -0.001587,  -0.000122,  -0.000366,  -0.003235,   0.964720,   0.255326, 0,0,0,0
  -0.001709,  -0.000122,  -0.000366,  -0.004944,   0.965208,   0.255814, 0,0,0,0
  -0.001709,  -0.000122,  -0.000488,  -0.006653,   0.964475,   0.254105, 0,0,0,0
  -0.001709,   0.000000,  -0.000244,  -0.003601,   0.965086,   0.255204, 0,0,0,0
  -0.001831,   0.000000,  -0.000244,  -0.003479,   0.963133,   0.253617, 0,0,0,0
  -0.001831,   0.000122,  -0.000366,  -0.002014,   0.960081,   0.253861, 0,0,0,0
  -0.001709,   0.000000,  -0.000122,  -0.004578,   0.958372,   0.254227, 0,0,0,0
  -0.001709,   0.000000,  -0.000122,  -0.006897,   0.959592,   0.252396, 0,0,0,0
  -0.001709,   0.000000,  -0.000244,  -0.007630,   0.959348,   0.248001, 0,0,0,0
  -0.001709,  -0.000122,  -0.000488,  -0.006653,   0.955930,   0.248978, 0,0,0,0
  -0.001831,  -0.000122,  -0.000366,  -0.006287,   0.955930,   0.252152, 0,0,0,0
  -0.002197,  -0.000122,  -0.000244,  -0.006409,   0.957395,   0.251663, 0,0,0,0
  -0.002075,   0.000000,  -0.000122,  -0.007630,   0.958372,   0.252152, 0,0,0,0
  -0.001953,   0.000000,   0.000000,  -0.006653,   0.959348,   0.251907, 0,0,0,0
  -0.001831,  -0.000122,   0.000000,  -0.005066,   0.957517,   0.253983, 0,0,0,0
