7,0.001587,0.291016,-0.962646
11,0.000366,0.289307,-0.959229
15,0.003052,0.289795,-0.957275
19,0.004028,0.294434,-0.958984
23,0,0.296509,-0.960693
27,0.001343,0.297119,-0.958374
31,-0.001343,0.29834,-0.958374
35,-0.000122,0.297729,-0.955933
39,-0.001221,0.29834,-0.955444
43,-0.000488,0.296997,-0.958862
47,0,0.297852,-0.958984
51,0.001465,0.295532,-0.958374
55,0,0.295044,-0.957642
59,0.001099,0.296631,-0.9552
63,0.001587,0.300781,-0.959717
67,0.001709,0.299194,-0.958252
71,0.002075,0.301025,-0.958374
75,0.001099,0.296875,-0.957153
79,-0.000977,0.295776,-0.955444
83,0.001221,0.296021,-0.956055
87,0.001343,0.298462,-0.957153
91,0.001709,0.299805,-0.960693
95,0.000488,0.296753,-0.962036
99,0,0.291016,-0.95874
103,0.001709,0.28833,-0.960083
107,0.000366,0.289795,-0.960938
111,0,0.288574,-0.961182
115,0.001953,0.291138,-0.960205
119,0.000977,0.293579,-0.961792
123,-0.000244,0.29126,-0.957764
127,0.001221,0.290161,-0.957275
131,0.001831,0.290405,-0.959595
135,-0.00061,0.290283,-0.961792
139,-0.00061,0.290527,-0.963013
143,0.001831,0.290894,-0.961914
147,0.000977,0.290894,-0.958008
151,0.001343,0.291382,-0.958496
155,-0.001465,0.293945,-0.96167
159,-0.000244,0.291016,-0.961182
163,0.001831,0.290894,-0.962158
167,0.004272,0.281494,-0.951416
171,-0.001221,0.293945,-0.971313
175,-0.003296,0.291016,-0.96936
179,0.000977,0.292725,-0.971436
183,0.003906,0.285767,-0.953003
187,0,0.283691,-0.953491
191,0.000244,0.297852,-0.965332
195,0.000366,0.292358,-0.959106
199,-0.001587,0.291748,-0.953613
203,0.005371,0.293945,-0.959473
207,-0.000977,0.290527,-0.956299
211,0.000854,0.294067,-0.959961
215,0.003418,0.297729,-0.962158
219,0.000854,0.295654,-0.960815
223,0,0.296143,-0.960083
227,0.000732,0.296509,-0.955566
231,-0.000366,0.297119,-0.957153
235,0.000366,0.297729,-0.957275
239,0.000366,0.297485,-0.954712
243,0.001831,0.297852,-0.956299
247,0.000977,0.296753,-0.957642
251,0.002075,0.296021,-0.959351
255,0.001831,0.297485,-0.956787
259,0.001953,0.300171,-0.958374
263,0.00354,0.298828,-0.956787
267,0.001953,0.294678,-0.958374
271,-0.000122,0.296509,-0.960327
275,0.000977,0.296631,-0.956787
279,0.001343,0.292603,-0.956665
283,0.002319,0.293579,-0.962524
287,-0.000854,0.293701,-0.958374
291,0.000244,0.292847,-0.957764
295,0.001953,0.292236,-0.960938
299,0.001343,0.290405,-0.958252
303,0.000732,0.290771,-0.960693
307,0.000732,0.28833,-0.960205
311,0.000488,0.289429,-0.960449
315,0.003296,0.28772,-0.959351
319,0.000977,0.287231,-0.960449
323,0.002441,0.289795,-0.960449
327,0.001465,0.291382,-0.96167
331,0.000122,0.292725,-0.961792
335,-0.000244,0.292725,-0.958862
339,0.000366,0.293457,-0.957764
343,0.002075,0.292114,-0.95874
347,0.001709,0.294067,-0.961914
351,0.000122,0.292114,-0.958862
355,0.000977,0.292114,-0.961426
359,0.001099,0.292847,-0.960938
363,-0.001099,0.291748,-0.959473
367,0.001465,0.294189,-0.96106
371,0.001831,0.2948,-0.960815
375,-0.000122,0.293579,-0.960327
379,0.002075,0.293213,-0.958984
383,0.000244,0.291992,-0.95752
387,0.000244,0.293457,-0.959106
391,-0.001709,0.294434,-0.963135
395,0.002563,0.293823,-0.960083
399,-0.001221,0.292358,-0.956543
403,-0.000122,0.296631,-0.958252
407,0,0.297241,-0.957031
411,0.002197,0.295776,-0.955933
415,-0.001343,0.297607,-0.954468
419,0.001587,0.295166,-0.957275
423,0,0.295776,-0.960815
427,0.001709,0.29541,-0.960083
431,-0.002319,0.295166,-0.958496
435,0.001221,0.295532,-0.958008
439,0.000122,0.295288,-0.956787
443,0.000854,0.294312,-0.957886
447,0.003052,0.293945,-0.956421
451,0.001953,0.296509,-0.956665
455,0.000977,0.295776,-0.959961
459,0.001953,0.292969,-0.957886
463,0.000977,0.292847,-0.960815
467,-0.001099,0.294556,-0.959839
471,0.000488,0.294312,-0.957642
475,0.001953,0.296997,-0.958862
479,0.000732,0.298584,-0.95752
483,0.000732,0.29834,-0.956665
487,0.000366,0.298706,-0.959473
491,-0.000854,0.299927,-0.956299
495,0.000977,0.300171,-0.955078
499,-0.000244,0.300171,-0.955933
503,0.000488,0.299927,-0.959351
507,-0.002319,0.295898,-0.957031
511,0.002319,0.291382,-0.957764
515,0.00061,0.291016,-0.960571
519,0.000488,0.287842,-0.960083
523,-0.001709,0.288452,-0.963867
527,0.000366,0.287598,-0.96228
531,0.001831,0.285645,-0.963013
535,0.000122,0.287964,-0.963013
539,0.000488,0.290161,-0.961792
543,0.000977,0.290161,-0.96106
547,0.002686,0.293091,-0.960327
551,0.000977,0.296631,-0.955811
555,0.001831,0.297119,-0.958496
559,0.000366,0.296387,-0.957642
563,-0.000366,0.295532,-0.960693
567,-0.001099,0.293457,-0.958984
571,0.001587,0.293457,-0.959106
575,0.000854,0.292236,-0.960205
579,0.000977,0.29126,-0.961182
583,0.003418,0.289551,-0.959229
587,0.000977,0.290039,-0.960815
591,0.002197,0.290649,-0.960205
595,0.001587,0.292603,-0.959717
599,-0.000732,0.295776,-0.959229
603,-0.000122,0.295044,-0.958252
607,0.000732,0.297363,-0.957031
611,-0.000122,0.297363,-0.959106
615,0.001099,0.298706,-0.956299
619,0.001587,0.299805,-0.956787
623,0.000854,0.29895,-0.956787
627,0.00061,0.297119,-0.956299
631,-0.000366,0.296387,-0.959595
635,0.000244,0.2948,-0.959839
639,0.000366,0.293701,-0.95752
643,0.00061,0.293457,-0.958496
647,0.002075,0.294922,-0.959106
651,0.000732,0.294312,-0.954834
655,0.000977,0.293823,-0.958496
659,0.001221,0.295654,-0.959839
663,0.000122,0.29541,-0.957642
667,0.003052,0.294922,-0.960449
671,0.000732,0.29834,-0.959961
675,0.003296,0.297363,-0.958862
679,-0.000366,0.29834,-0.956543
683,-0.000244,0.298706,-0.957031
687,0.001587,0.299072,-0.957764
691,0.000854,0.295166,-0.959717
695,0.000854,0.29541,-0.959717
699,0.000122,0.296143,-0.958496
703,-0.002319,0.294556,-0.958252
707,0.002075,0.295044,-0.959595
711,0.000244,0.294556,-0.95874
715,0.001099,0.295166,-0.958984
719,0.000122,0.296143,-0.95813
723,-0.001099,0.294434,-0.956543
727,0.000122,0.297485,-0.957764
731,-0.001343,0.299438,-0.959839
735,-0.000977,0.299194,-0.958496
739,0.001953,0.299927,-0.956543
743,0.000488,0.299561,-0.956665
747,0.000122,0.29895,-0.954468
751,-0.001099,0.300415,-0.956177
755,0.001587,0.297607,-0.958496
759,-0.00061,0.297363,-0.957031
763,0.000732,0.294556,-0.959473
767,-0.000732,0.295898,-0.960571
771,-0.001831,0.295288,-0.959717
775,-0.000732,0.294556,-0.959351
779,0.00293,0.293335,-0.957397
783,0.000488,0.292603,-0.959595
787,0.000732,0.293457,-0.958496
791,0.002197,0.292847,-0.95874
795,0.002319,0.293579,-0.95813
799,-0.000122,0.296143,-0.96106
803,0.001221,0.293945,-0.960449
807,-0.000732,0.293335,-0.958374
811,0.000366,0.295776,-0.961914
815,0.003418,0.296387,-0.95813
819,0.001587,0.296997,-0.9552
823,0.001465,0.299438,-0.953247
827,0.002441,0.303223,-0.956543
831,0.000977,0.301636,-0.956055
835,0.001465,0.301392,-0.955688
839,0.001587,0.297974,-0.957153
843,0.000854,0.297119,-0.95752
847,-0.001221,0.294067,-0.960693
851,0.00061,0.295044,-0.959229
855,-0.001465,0.292725,-0.957153
859,0.001221,0.294556,-0.958618
863,-0.000732,0.297974,-0.958374
867,0.000854,0.299927,-0.959595
871,0.000366,0.296387,-0.957764
875,-0.000854,0.297119,-0.95874
879,0.002441,0.293701,-0.956421
883,0.000732,0.29541,-0.960083
887,0.000732,0.295044,-0.961426
891,0.000488,0.2948,-0.958618
895,-0.000366,0.294678,-0.959717
899,0.001587,0.293823,-0.959106
903,0.002319,0.294189,-0.959229
907,0.003174,0.298218,-0.957642
911,0.001587,0.295654,-0.958008
915,0.003418,0.293335,-0.959351
919,0.002441,0.29248,-0.959106
923,0.001709,0.294312,-0.959106
927,0.000732,0.294067,-0.95874
931,0.000977,0.294434,-0.956299
935,0.001099,0.297241,-0.957642
939,0.002075,0.296753,-0.954468
943,0.000244,0.301758,-0.958008
947,-0.000122,0.30249,-0.955688
951,-0.000732,0.306519,-0.955933
955,-0.000244,0.305664,-0.954956
959,0.001099,0.303101,-0.956543
963,0.003174,0.302124,-0.957886
967,0.002441,0.299072,-0.957642
971,0.000977,0.300293,-0.956787
975,0.000244,0.299072,-0.956665
979,0.001099,0.297363,-0.955933
983,0.00061,0.300415,-0.95874
987,-0.00061,0.29895,-0.959839
991,-0.001221,0.296509,-0.961548
995,-0.000122,0.296021,-0.959351
999,0,0.292969,-0.958008
1003,0,0.290894,-0.961914
1007,0.00061,0.291382,-0.961426
1011,0.002197,0.289551,-0.960205
1015,-0.000122,0.290894,-0.961914
1019,0.001831,0.290405,-0.962158
1023,0.000854,0.289429,-0.961304
1027,0.002319,0.291016,-0.960571
1031,0.001465,0.29126,-0.961792
1035,0.00061,0.290161,-0.961182
1039,0.001953,0.290039,-0.960449
1043,0.000854,0.29187,-0.96228
1047,-0.000366,0.290649,-0.960693
1051,0.002075,0.291504,-0.960815
1055,0.002563,0.29248,-0.962036
1059,0.001831,0.293091,-0.959961
1063,0.002563,0.293457,-0.960083
1067,-0.000122,0.295776,-0.960083
1071,-0.000977,0.2948,-0.960693
1075,0.002563,0.296143,-0.957153
1079,0.000488,0.294678,-0.955566
1083,-0.000366,0.296021,-0.958496
1087,-0.000854,0.294434,-0.956543
1091,0,0.293945,-0.959473
1095,0.00061,0.292236,-0.956787
1099,0.001709,0.291626,-0.960693
1103,-0.000732,0.29248,-0.962036
1107,-0.000366,0.290527,-0.961182
1111,-0.000122,0.290649,-0.959473
1115,-0.000122,0.290039,-0.960571
1119,0.000732,0.291748,-0.959839
1123,-0.000366,0.292603,-0.959229
1127,-0.001099,0.293579,-0.958008
1131,0.001343,0.294922,-0.95813
1135,0.00293,0.295532,-0.959717
1139,0.000122,0.2948,-0.958984
1143,-0.000488,0.295044,-0.958862
1147,0.000366,0.295532,-0.958374
1151,0.000366,0.297974,-0.957275
1155,0.001465,0.297241,-0.957397
1159,0.001465,0.296753,-0.956177
1163,-0.000122,0.295166,-0.958618
1167,0.000854,0.295288,-0.956421
1171,0,0.291504,-0.962036
1175,0.002319,0.290771,-0.960693
1179,0.00354,0.29187,-0.960938
1183,0.005371,0.293213,-0.961548
1187,0,0.295044,-0.956543
1191,0.002686,0.299194,-0.956543
1195,0.002686,0.29895,-0.957031
1199,-0.000488,0.298706,-0.957397
1203,-0.001587,0.295898,-0.957153
1207,0.000732,0.295532,-0.958008
1211,0.000488,0.295288,-0.958374
1215,0.003052,0.294922,-0.959473
1219,0.002319,0.296875,-0.958374
1223,0.001099,0.296021,-0.960571
1227,0.002319,0.295776,-0.958618
1231,0.001709,0.293823,-0.957031
1235,0.001099,0.293945,-0.960083
1239,-0.000244,0.29187,-0.961304
1243,0.000366,0.292725,-0.961914
1247,-0.00061,0.295288,-0.961548
1251,0.001343,0.294556,-0.959717
1255,0,0.294678,-0.958618
1259,0.003052,0.296387,-0.958008
1263,0.00061,0.296021,-0.955688
1267,0.001221,0.294189,-0.957764
1271,0.00061,0.294678,-0.958618
1275,0.000122,0.294434,-0.96106
1279,0.001099,0.293457,-0.958374
1283,0.000244,0.293945,-0.960205
1287,0.000366,0.293213,-0.958862
1291,0.002197,0.290649,-0.959839
1295,0.002441,0.291138,-0.960083
1299,0.001099,0.289673,-0.962402
1303,0.000854,0.286499,-0.963745
1307,0.00293,0.285889,-0.964722
1311,0.001953,0.283936,-0.964233
1315,0.00061,0.285278,-0.966309
1319,-0.000122,0.286743,-0.96521
1323,0.00061,0.278564,-0.966064
1327,0.001953,0.275391,-0.96875
1331,0.003052,0.274414,-0.966309
1335,0.00061,0.274048,-0.969604
1339,0.001709,0.275635,-0.968018
1343,0.001709,0.283936,-0.964233
1347,0.001099,0.294312,-0.960327
1351,0.000732,0.300293,-0.957886
1355,0.000488,0.306763,-0.953857
1359,-0.000854,0.311523,-0.954346
1363,0.001221,0.311768,-0.95166
1367,0.000366,0.31311,-0.952515
1371,-0.001587,0.312744,-0.952148
1375,0,0.315063,-0.951538
1379,0.000488,0.316162,-0.951416
1383,0.000244,0.318115,-0.950562
1387,-0.001831,0.317261,-0.950195
1391,0.00061,0.317383,-0.948608
1395,-0.000122,0.317261,-0.949585
1399,-0.001953,0.318604,-0.946411
1403,0,0.317261,-0.94873
1407,-0.000732,0.318481,-0.94873
1411,0.001099,0.315186,-0.949097
1415,-0.000244,0.315186,-0.950195
1419,0.000977,0.312866,-0.953003
1423,-0.000732,0.309937,-0.952637
1427,-0.000854,0.309814,-0.955322
1431,-0.000366,0.305176,-0.955811
1435,-0.000244,0.306274,-0.957397
1439,0.001221,0.305054,-0.955811
1443,0.000732,0.301392,-0.956909
1447,0.00293,0.299683,-0.957031
1451,0.004639,0.300171,-0.958008
1455,0.001709,0.299561,-0.956543
1459,0.00061,0.298828,-0.956177
1463,0.002197,0.296631,-0.959473
1467,0.003662,0.297974,-0.957764
1471,0.001099,0.297241,-0.960571
1475,0.000854,0.297485,-0.960938
1479,0.001465,0.296631,-0.960449
1483,0.002563,0.295166,-0.959595
1487,-0.001465,0.296875,-0.957764
1491,-0.002808,0.298706,-0.955933
1495,-0.00061,0.298096,-0.957764
1499,0,0.299194,-0.956177
1503,0.000366,0.300537,-0.957886
1507,0.000244,0.302856,-0.957153
1511,0.000366,0.304688,-0.95752
1515,-0.000244,0.306885,-0.955566
1519,-0.002197,0.304688,-0.954346
1523,-0.000122,0.303711,-0.955078
1527,0.000488,0.302979,-0.956787
1531,-0.000244,0.302856,-0.955444
1535,0.001221,0.301025,-0.954956
1539,0.000244,0.298584,-0.957886
1543,-0.000244,0.297852,-0.957031
1547,0.002319,0.297974,-0.959229
1551,0.002197,0.297607,-0.958374
1555,0.000854,0.298706,-0.957397
1559,0.000488,0.300781,-0.956909
1563,0.00293,0.301392,-0.958496
1567,0.001953,0.297852,-0.958618
1571,0.000977,0.30127,-0.958496
1575,0.002686,0.298218,-0.955933
1579,0.001465,0.296875,-0.95813
1583,0,0.297119,-0.956665
1587,0.000244,0.298096,-0.959351
1591,0.001953,0.297852,-0.956421
1595,0.001831,0.297363,-0.959229
1599,0.001221,0.29895,-0.957764
1603,0.00061,0.297485,-0.956787
1607,0.000732,0.298706,-0.956909
1611,0.001221,0.299927,-0.958984
1615,0.001221,0.299805,-0.956665
1619,0.003052,0.301514,-0.957764
1623,-0.000244,0.301636,-0.956055
1627,0.000488,0.303955,-0.955933
1631,-0.000122,0.306274,-0.956665
1635,-0.000488,0.305298,-0.954834
1639,0.000244,0.30481,-0.953125
1643,0.002197,0.306396,-0.953613
1647,-0.002075,0.303589,-0.956055
1651,-0.001831,0.30249,-0.954224
1655,0.000854,0.300293,-0.956665
1659,0.001221,0.299194,-0.958008
1663,0.001709,0.296631,-0.959106
1667,0.00415,0.296143,-0.958618
1671,0.002075,0.297607,-0.957397
1675,0.001343,0.296753,-0.955933
1679,-0.000122,0.299072,-0.959473
1683,0.001709,0.299683,-0.958618
1687,0.001221,0.300903,-0.954712
1691,0.001953,0.299072,-0.959106
1695,0.000732,0.299561,-0.957397
1699,0.001465,0.297241,-0.958008
1703,0.002319,0.296753,-0.957275
1707,0.000732,0.295288,-0.959473
1711,0.000488,0.296387,-0.958618
1715,0.000122,0.296265,-0.961548
1719,0.002197,0.2948,-0.962036
1723,-0.000366,0.294678,-0.958618
1727,-0.00061,0.296753,-0.957764
1731,0.000488,0.297485,-0.958374
1735,-0.000366,0.296753,-0.955688
1739,0.000977,0.296631,-0.957275
1743,0.00061,0.298584,-0.958862
1747,-0.000122,0.299072,-0.955933
1751,-0.000854,0.300903,-0.956787
1755,0.000366,0.304321,-0.957397
1759,-0.001709,0.305054,-0.953125
1763,0.000488,0.306152,-0.954468
1767,0.001465,0.307007,-0.954712
1771,0.001953,0.305908,-0.952759
1775,0.001465,0.303467,-0.956421
1779,0.001831,0.303101,-0.958862
1783,0.001099,0.300537,-0.957642
1787,0.00293,0.299194,-0.958374
1791,0.00293,0.298218,-0.959229
1795,0.00061,0.294556,-0.960083
1799,0.000854,0.295532,-0.958008
1803,0.004028,0.294556,-0.959473
1807,0.000732,0.296631,-0.958496
1811,-0.000488,0.300415,-0.957642
1815,0,0.300293,-0.958252
1819,0.001099,0.299194,-0.955444
1823,-0.000244,0.300781,-0.956787
1827,0.000854,0.30127,-0.957031
1831,0.001099,0.303345,-0.955322
1835,0.00354,0.303101,-0.957764
1839,0.000488,0.304199,-0.955688
1843,0.000122,0.304321,-0.954834
1847,0.002686,0.303101,-0.955688
1851,-0.000732,0.303223,-0.957275
1855,0.001343,0.302979,-0.956909
1859,0.000488,0.300415,-0.958496
1863,0,0.299683,-0.958862
1867,0.000854,0.29834,-0.958008
1871,0.000244,0.299805,-0.95874
1875,-0.001465,0.297974,-0.958984
1879,0,0.29895,-0.957031
1883,0.001099,0.29895,-0.957397
1887,-0.000244,0.299927,-0.956299
1891,0.001831,0.300293,-0.955811
1895,0.001465,0.299072,-0.95752
1899,-0.000488,0.301025,-0.956665
1903,-0.000854,0.298096,-0.957275
1907,0.000366,0.295898,-0.959351
1911,0.001221,0.296143,-0.95813
1915,0.003418,0.294556,-0.958374
1919,0.000977,0.296143,-0.962402
1923,0.001099,0.294678,-0.962402
1927,0.002686,0.294434,-0.960083
1931,0.000732,0.296509,-0.958862
1935,0.003052,0.297729,-0.955078
1939,0.002441,0.299316,-0.957886
1943,0.000122,0.298462,-0.955933
1947,0.00061,0.300781,-0.957031
1951,0.001953,0.302979,-0.956421
1955,0.000366,0.302979,-0.955933
1959,0.003174,0.304321,-0.957642
1963,0.000732,0.301025,-0.957764
1967,0,0.302002,-0.956421
1971,0,0.304688,-0.955688
1975,0.003174,0.303345,-0.955688
1979,0.000244,0.303833,-0.958008
1983,-0.000244,0.304321,-0.955688
1987,0.001099,0.301636,-0.956787
1991,0.000366,0.299561,-0.957397
1995,0.00061,0.299072,-0.956299
1999,-0.000854,0.298462,-0.958618
2003,0.000732,0.296021,-0.958984
2007,0.001831,0.297607,-0.958374
2011,-0.000366,0.299438,-0.957886
2015,0.002319,0.299316,-0.953857
2019,-0.000244,0.299561,-0.959717
2023,0.002197,0.298096,-0.955933
2027,0.001099,0.296143,-0.959595
2031,0.001709,0.298096,-0.95874
2035,0.00061,0.297241,-0.958374
2039,0.001953,0.296387,-0.957886
2043,0.002197,0.298828,-0.959717
2047,0,0.296997,-0.957031
2051,-0.000122,0.298096,-0.953491
2055,0.000732,0.299194,-0.960083
2059,0.000854,0.295654,-0.957397
2063,0.003662,0.29834,-0.957031
2067,0.000854,0.298462,-0.95874
2071,0.001831,0.298218,-0.957397
2075,0.001343,0.299438,-0.957275
2079,0.000854,0.302002,-0.956665
2083,0.000488,0.301392,-0.954712
2087,0.001465,0.302246,-0.956543
2091,0.002319,0.303711,-0.958008
2095,-0.000854,0.30127,-0.955688
2099,-0.000488,0.302246,-0.956543
2103,0,0.302002,-0.956421
2107,-0.000732,0.299805,-0.957031
2111,-0.000244,0.299927,-0.956909
2115,0.000732,0.298462,-0.956787
2119,0.000732,0.297119,-0.958374
2123,0,0.297241,-0.958618
2127,-0.000244,0.296265,-0.96228
2131,0.002319,0.295532,-0.959961
2135,0.001587,0.296631,-0.958374
2139,0.000732,0.298218,-0.96106
2143,0,0.297485,-0.957886
2147,0.001343,0.298218,-0.956909
2151,0.000854,0.295898,-0.958618
2155,0.000732,0.296265,-0.95874
2159,0.001587,0.295654,-0.958374
2163,0.002075,0.294434,-0.957764
2167,0.001709,0.295166,-0.958618
2171,0.002319,0.295654,-0.958862
2175,0.002075,0.298218,-0.959717
2179,0,0.29834,-0.957153
2183,0.001953,0.299316,-0.955811
2187,0.000977,0.300293,-0.956177
2191,0.003906,0.303711,-0.957153
2195,0.002319,0.303589,-0.955933
2199,0.001587,0.303467,-0.956421
2203,0.000732,0.302856,-0.957275
2207,0.000244,0.303223,-0.959717
2211,0.000366,0.302734,-0.953979
2215,-0.000122,0.302368,-0.953735
2219,0,0.305176,-0.954712
2223,-0.000122,0.305908,-0.957642
2227,0.002197,0.302734,-0.955933
2231,-0.000366,0.298462,-0.95813
2235,0.001465,0.295776,-0.959229
2239,-0.000122,0.296021,-0.960083
2243,0.000977,0.297241,-0.959473
2247,-0.001221,0.298096,-0.958862
2251,-0.001221,0.301025,-0.956299
2255,0.000366,0.30127,-0.953857
2259,-0.000488,0.301636,-0.956665
2263,-0.001099,0.300049,-0.957642
2267,0.001465,0.297974,-0.958618
2271,0.002197,0.296753,-0.957642
2275,-0.001221,0.294922,-0.959473
2279,0.001465,0.294556,-0.958252
2283,0.001099,0.296265,-0.961304
2287,-0.001343,0.295898,-0.958496
2291,0.002319,0.297363,-0.959473
2295,0.001953,0.295898,-0.960083
2299,-0.001465,0.296631,-0.958374
2303,0.000122,0.294434,-0.958984
2307,0.000977,0.29541,-0.959717
2311,0.001099,0.295776,-0.956665
2315,0.001099,0.2948,-0.961548
2319,0.000244,0.294922,-0.957642
2323,0.000244,0.296143,-0.95752
2327,0,0.297729,-0.959961
2331,0.002075,0.298584,-0.956177
2335,0.00061,0.297485,-0.955688
2339,-0.000244,0.299805,-0.956177
2343,0,0.301147,-0.958618
2347,0.001953,0.297729,-0.955933
2351,0.001099,0.297607,-0.956543
2355,0.00061,0.297607,-0.95813
2359,0.000488,0.300537,-0.957031
2363,0.001709,0.300415,-0.957153
2367,0,0.303955,-0.954102
